,species_name,modern_longitude,modern_latitude,start_year,end_year,ancient_longitude,ancient_latitude
684,Clathropteris   meniscioides,119.057,32.175,-237,-201,116.38,41.15
685,Clathropteris   meniscioides,113.273,26.031,-237,-174,116.83,36.22
686,Clathropteris   meniscioides,113.93,28.045,-237,-174,117.37,38.28
687,Clathropteris   meniscioides,113.48100000000001,22.266,-237,-174,117.41,32.48
688,Clathropteris   meniscioides,113.861,27.628,-237,-145,120.59,32.59
689,Clathropteris   meniscioides,120.301,31.124,-237,-145,126.21,37.33
690,Clathropteris   meniscioides,95.104,33.314,-237,-201,74.79,34.27
691,Clathropteris   meniscioides,95.59899999999999,32.983,-237,-201,75.4,34.11
692,Clathropteris   meniscioides,96.359,32.961,-237,-201,76.13,34.32
693,Clathropteris   meniscioides,96.616,32.669,-237,-201,76.5,34.12
694,Clathropteris   meniscioides,97.12899999999999,32.158,-237,-201,77.2,33.8
695,Clathropteris   meniscioides,97.01799999999999,31.224,-237,-201,77.49,32.89
696,Clathropteris   meniscioides,97.554,31.061,-237,-201,78.07,32.9
697,Clathropteris   meniscioides,98.052,31.229,-237,-201,78.48,33.21
698,Clathropteris   meniscioides,99.96799999999999,26.119,-237,-201,80.17,24.14
699,Clathropteris   meniscioides,99.96799999999999,26.119,-237,-201,80.17,24.14
700,Clathropteris   meniscioides,100.26899999999999,29.996,-237,-201,81.12,32.72
701,Clathropteris   meniscioides,99.959,32.642,-237,-201,93.01,41.82
702,Clathropteris   meniscioides,101.57600000000001,26.561,-237,-201,97.0,35.42
703,Clathropteris   meniscioides,101.63799999999999,26.543,-237,-201,97.07,35.4
704,Clathropteris   meniscioides,101.902,25.155,-237,-201,97.42,34.02
705,Clathropteris   meniscioides,101.949,25.168,-237,-201,97.47,34.04
706,Clathropteris   meniscioides,102.213,26.564,-237,-201,97.7,35.44
707,Clathropteris   meniscioides,102.279,26.893,-237,-201,97.76,35.77
708,Clathropteris   meniscioides,102.914,29.892,-237,-201,98.33,38.79
709,Clathropteris   meniscioides,103.07,27.414,-237,-201,98.61,36.32
710,Clathropteris   meniscioides,102.477,37.216,-237,-201,99.85,51.43
711,Cf. Neocalamites   merianii ,102.315,38.033,-237,-201,99.96,52.25
712,Neocalamites   merianii ,99.956,37.934,-237,-201,99.51,44.86
713,Goeppertella   mianningensis,102.179,28.562,-237,-201,97.57,37.44
714,Goeppertella   microloba,104.795,30.559,-237,-201,100.4,39.51
715,Goeppertella   microloba,113.257,23.212,-237,-201,109.83,32.25
716,Goeppertella   microloba,97.01799999999999,31.224,-237,-201,77.49,32.89
717,Goeppertella   microloba,97.895,31.156,-237,-201,78.36,33.09
718,Goeppertella   microloba,101.037,26.899,-237,-201,96.39,35.74
719,Goeppertella   microloba,101.37899999999999,27.032,-237,-201,96.76,35.88
720,Goeppertella   microloba,101.63799999999999,26.543,-237,-201,97.07,35.4
721,Todites   microphylla,101.949,25.168,-237,-201,97.47,34.04
722,Rireticopteris   microphylla,104.795,30.559,-237,-201,100.4,39.51
723,Rireticopteris   microphylla,104.795,30.559,-237,-201,100.4,39.51
724,Rireticopteris   microphylla,101.67200000000001,26.055,-237,-201,97.13,34.92
725,Sphenopteris   modesta,110.773,31.082,-237,-163,115.93,37.94
726,Sphenopteris   modesta,114.441,28.134,-237,-201,111.15,37.17
727,Clathropteris   mongugaica,104.62700000000001,29.602,-237,-201,100.24,38.55
728,Clathropteris   mongugaica,107.514,31.121,-237,-201,103.42,40.12
729,Clathropteris   mongugaica,110.76899999999999,31.232,-237,-201,107.06,40.27
730,Clathropteris   mongugaica,110.76899999999999,31.232,-237,-201,107.06,40.27
731,Clathropteris   mongugaica,110.76899999999999,31.232,-237,-201,107.06,40.27
732,Clathropteris   mongugaica,113.06,25.218,-237,-201,109.62,34.26
733,Clathropteris   mongugaica,117.691,39.01,-237,-201,118.79,49.8
734,Clathropteris   mongugaica,100.275,30.0,-237,-201,81.13,32.73
735,Clathropteris   mongugaica,100.397,25.594,-237,-201,83.42,29.96
736,Clathropteris   mongugaica,101.389,27.042,-237,-201,96.77,35.89
737,Clathropteris   mongugaica,101.90799999999999,25.162,-237,-201,97.42,34.03
738,Clathropteris   mongugaica,102.185,28.568,-237,-201,97.58,37.44
739,Clathropteris   mongugaica,102.285,26.899,-237,-201,97.76,35.78
740,Clathropteris   mongugaica,103.789,31.11,-237,-201,99.25,40.03
741,Clathropteris   mongugaica,103.789,31.11,-237,-201,99.25,40.03
742,Jiangxifolium   mucronatum,115.852,27.94,-237,-201,112.71,36.96
743,Dictyophyllum   muensteri,99.12700000000001,31.868,-237,-201,79.24,34.13
744,Dictyophyllum   muensteri,101.037,26.899,-237,-201,96.39,35.74
745,Marattia   muensteri,104.795,30.559,-237,-201,100.4,39.51
746,Marattia   muensteri,111.846,32.03,-237,-201,108.27,41.07
747,Marattia   muensteri,111.93299999999999,31.406,-237,-201,108.37,40.45
748,Marattia   muensteri,113.04799999999999,31.166,-237,-201,109.62,40.21
749,Marattia   muensteri,97.406,30.62,-237,-201,76.4,27.86
750,Marattia   muensteri,100.275,30.0,-237,-201,81.13,32.73
751,Marattia   muensteri,101.37899999999999,27.032,-237,-201,96.76,35.88
752,Marattia   muensteri,102.914,29.892,-237,-201,98.33,38.79
753,Marattiopsis   muensteri,105.86399999999999,32.496,-237,-174,107.72,42.03
754,Marattiopsis   muensteri,113.26100000000001,23.265,-237,-201,109.83,32.3
755,Marattiopsis   muensteri,116.566,25.276,-237,-201,113.46,34.29
756,Marattiopsis   muensteri,113.272,23.137,-237,-174,117.11,33.34
757,Marattiopsis   muensteri,114.348,30.551,-237,-174,117.58,40.8
758,Marattiopsis   muensteri,114.536,38.043,-237,-174,120.02,49.23
759,Marattiopsis   muensteri,100.206,30.958,-237,-201,80.66,33.6
760,Equisetum   multidendatum,119.51100000000001,41.786,-237,-201,122.33,51.96
761,Equisetum   multidendatum,101.37700000000001,27.035,-237,-201,96.76,35.89
762,Equisetites   multidentatus,116.352,25.836,-237,-201,113.23,34.85
763,Equisetites   münsteri,112.484,27.003,-237,-201,108.99,36.04
764,Caulopteris   nalajingensis,103.861,28.303,-237,-201,99.44,37.23
765,Goeppertella   nalajingensis,105.042,31.068,-237,-201,100.66,40.02
766,Neocalamites   nanzhangensis ,111.835,31.324,-237,-201,108.26,40.36
767,Neocalamites   nanzhangensis ,119.39399999999999,41.243,-237,-201,121.89,51.48
768,Dictyophyllum   nathorsti,104.67399999999999,29.533,-237,-201,100.3,38.48
769,Dictyophyllum   nathorsti,105.825,32.452,-237,-201,101.49,41.42
770,Dictyophyllum   nathorsti,105.85,32.441,-237,-201,101.51,41.41
771,Dictyophyllum   nathorsti,105.86399999999999,32.496,-237,-201,101.53,41.47
772,Dictyophyllum   nathorsti,106.06,27.88,-237,-201,101.89,36.86
773,Dictyophyllum   nathorsti,106.296,32.235,-237,-201,102.02,41.21
774,Dictyophyllum   nathorsti,106.39200000000001,29.922,-237,-201,102.2,38.9
775,Dictyophyllum   nathorsti,107.353,31.205,-237,-201,103.24,40.2
776,Dictyophyllum   nathorsti,107.999,32.364,-237,-201,103.94,41.37
777,Dictyophyllum   nathorsti,108.024,32.04,-237,-201,103.97,41.05
778,Dictyophyllum   nathorsti,102.71600000000001,25.051,-237,-174,105.34,34.31
779,Dictyophyllum   nathorsti,104.073,30.577,-237,-174,106.02,39.94
780,Dictyophyllum   nathorsti,104.70299999999999,28.716,-237,-174,107.0,38.16
781,Dictyophyllum   nathorsti,110.76899999999999,31.232,-237,-201,107.06,40.27
782,Dictyophyllum   nathorsti,110.76899999999999,31.232,-237,-201,107.06,40.27
783,Dictyophyllum   nathorsti,111.646,31.066,-237,-201,108.05,40.1
784,Dictyophyllum   nathorsti,111.712,31.224,-237,-201,108.12,40.26
785,Dictyophyllum   nathorsti,111.845,31.781,-237,-201,108.27,40.82
786,Dictyophyllum   nathorsti,113.06,25.218,-237,-201,109.62,34.26
787,Dictyophyllum   nathorsti,113.257,23.212,-237,-201,109.83,32.25
788,Dictyophyllum   nathorsti,113.354,25.135,-237,-201,109.94,34.17
789,Dictyophyllum   nathorsti,113.441,27.545,-237,-201,110.04,36.58
790,Dictyophyllum   nathorsti,113.82700000000001,29.703,-237,-201,110.48,38.74
791,Dictyophyllum   nathorsti,113.87200000000001,24.731,-237,-201,110.5,33.77
792,Dictyophyllum   nathorsti,113.861,27.628,-237,-201,110.51,36.67
793,Dictyophyllum   nathorsti,113.883,29.717,-237,-201,110.54,38.75
794,Dictyophyllum   nathorsti,110.113,27.612,-237,-174,113.15,37.55
795,Dictyophyllum   nathorsti,117.42399999999999,25.294,-237,-201,114.4,34.3
796,Dictyophyllum   nathorsti,117.426,25.295,-237,-201,114.4,34.3
797,Dictyophyllum   nathorsti,111.90299999999999,26.49,-237,-174,115.26,36.58
798,Dictyophyllum   nathorsti,112.98899999999999,28.118,-237,-174,116.3,38.28
799,Dictyophyllum   nathorsti,112.98899999999999,28.118,-237,-174,116.3,38.28
800,Dictyophyllum   nathorsti,119.057,32.175,-237,-201,116.38,41.15
801,Dictyophyllum   nathorsti,119.475,30.55,-237,-201,116.79,39.52
802,Dictyophyllum   nathorsti,113.93700000000001,28.051,-237,-174,117.37,38.28
803,Dictyophyllum   nathorsti,114.348,30.551,-237,-174,117.58,40.8
804,Dictyophyllum   nathorsti,115.915,28.681,-237,-174,119.53,39.04
805,Dictyophyllum   nathorsti,121.10700000000001,41.637,-237,-201,124.04,51.4
806,Dictyophyllum   nathorsti,129.653,43.592,-237,-201,134.51,50.88
807,Dictyophyllum   nathorsti,98.27799999999999,30.865,-237,-201,78.85,32.94
808,Dictyophyllum   nathorsti,99.719,27.836,-237,-201,79.43,25.73
809,Dictyophyllum   nathorsti,99.34299999999999,31.889,-237,-201,79.44,34.21
810,Dictyophyllum   nathorsti,100.275,30.0,-237,-201,81.13,32.73
811,Dictyophyllum   nathorsti,100.397,25.594,-237,-201,83.42,29.96
812,Dictyophyllum   nathorsti,96.454,35.835,-237,-201,88.8,44.85
813,Dictyophyllum   nathorsti,100.03200000000001,31.004,-237,-201,93.19,40.18
814,Dictyophyllum   nathorsti,101.037,26.899,-237,-201,96.39,35.74
815,Dictyophyllum   nathorsti,101.37899999999999,27.032,-237,-201,96.76,35.88
816,Dictyophyllum   nathorsti,101.794,26.489,-237,-201,97.24,35.35
817,Dictyophyllum   nathorsti,101.90799999999999,25.162,-237,-201,97.42,34.03
818,Dictyophyllum   nathorsti,101.949,25.168,-237,-201,97.47,34.04
819,Dictyophyllum   nathorsti,102.213,26.564,-237,-201,97.7,35.44
820,Dictyophyllum   nathorsti,103.07,27.414,-237,-201,98.61,36.32
821,Dictyophyllum   nathorsti,103.77600000000001,31.096,-237,-201,99.24,40.02
822,Dictyophyllum   nathorsti,103.789,31.11,-237,-201,99.25,40.03
823,Dictyophyllum   nathorsti,103.788,30.637,-237,-201,99.27,39.56
824,Cladophlebis   nebbensis,116.029,39.902,-237,-201,117.33,51.06
825,Cladophlebis   nebbensis,118.469,40.795,-237,-201,120.6,51.29
826,Cladophlebis   nebbensis,119.361,42.198,-237,-201,122.39,52.38
827,Cladophlebis   nebbensis,126.184,41.576,-237,-201,129.6,49.98
828,Cladophlebis   nebbensis,125.834,43.386,-237,-201,130.29,51.75
829,Cladophlebis   nebbensis,129.635,43.59,-237,-201,134.49,50.88
830,Equisetum   neocalamioides,99.068,29.405,-237,-201,80.21,31.8
831,Dictyophyllum   nilssoni,105.825,32.452,-237,-201,101.49,41.42
832,Dictyophyllum   nilssoni,106.057,27.874,-237,-201,101.88,36.85
833,Dictyophyllum   nilssoni,112.48899999999999,27.0,-237,-201,108.99,36.04
834,Dictyophyllum   nilssoni,116.561,25.27,-237,-201,113.45,34.29
835,Dictyophyllum   nilssoni,117.439,25.535,-237,-201,114.42,34.54
836,Dictyophyllum   nilssoni,117.56700000000001,25.4,-237,-201,114.55,34.4
837,Dictyophyllum   nilssoni,119.057,32.175,-237,-201,116.38,41.15
838,Dictyophyllum   nilssoni,99.066,29.406,-237,-201,80.21,31.81
839,Dictyophyllum   nilssoni,94.895,36.389,-237,-201,93.5,44.29
840,Dictyophyllum   nilssoni,101.37899999999999,27.032,-237,-201,96.76,35.88
841,Dictyophyllum   nilssoni,102.76799999999999,30.041,-237,-201,98.16,38.93
842,Thaumatopteris   nipponica,107.94200000000001,31.066,-237,-201,103.9,40.07
843,Thaumatopteris   nipponica,110.76899999999999,31.232,-237,-201,107.06,40.27
844,Gleichenites   nitida,111.84700000000001,31.328,-237,-201,108.27,40.37
845,Cladophlebis   nobilis,120.77799999999999,41.816,-237,-201,123.77,51.65
846,Thaumatopteris   nodosa,104.795,30.559,-237,-201,100.4,39.51
847,Thaumatopteris   nodosa,101.67200000000001,26.055,-237,-201,97.13,34.92
848,Clathropteris   obovata,104.62200000000001,29.597,-237,-201,100.24,38.54
849,Clathropteris   obovata,107.729,31.201,-237,-201,103.66,40.2
850,Clathropteris   obovata,108.02600000000001,32.076,-237,-201,103.97,41.08
851,Clathropteris   obovata,101.90799999999999,25.162,-237,-201,97.42,34.03
852,Asterotheca   okafujii,96.448,35.829,-237,-201,88.79,44.84
853,Marattiopsis   orientalis,101.902,25.155,-237,-201,97.42,34.02
854,Marattia   ovalis,98.831,31.215,-237,-201,79.23,33.43
855,Equisetites   paradeltodon,112.87200000000001,31.088,-237,-201,109.42,40.13
856,Cladophlebis   paralobifolia,109.49600000000001,36.591,-237,-201,108.13,49.41
857,Cladophlebis   paralobifolia,101.37899999999999,27.032,-237,-201,96.76,35.88
858,Todites   paralobifolius,109.49600000000001,36.591,-237,-201,108.13,49.41
859,Marattia   paucicostata,101.90799999999999,25.162,-237,-201,97.42,34.03
860,Bernoullia   pecopteroides,111.84100000000001,31.321,-237,-201,108.26,40.36
861,Neocalamostachys   pedunculatus ,128.118,42.417,-237,-201,132.17,50.22
862,Clathropteris   pekingensis,116.193,39.996,-237,-174,122.72,50.8
863,Equisetites   pengxianensis ,103.773,31.098,-237,-201,99.24,40.02
864,Asterotheca   penticarpa,110.339,31.045,-237,-201,106.58,40.08
865,Asterotheca   penticarpa ,111.84100000000001,31.321,-237,-201,108.26,40.36
866,Asterotheca   phaenonerva,110.448,31.027,-237,-201,106.71,40.06
867,Danaeopsis   plana,109.008,35.245,-237,-201,107.01,48.22
868,Equisetites   planus,116.336,25.812,-237,-174,120.26,36.21
869,Equisetites   platyodon,95.805,33.109,-237,-201,75.54,34.29
870,Equisetites   platyodon,97.573,30.929,-237,-201,76.47,28.2
871,Clathropteris   platyphylla,105.825,32.452,-237,-201,101.49,41.42
872,Clathropteris   platyphylla,105.86399999999999,32.496,-237,-201,101.53,41.47
873,Clathropteris   platyphylla,106.663,32.284,-237,-201,102.43,41.27
874,Clathropteris   platyphylla,107.514,31.121,-237,-201,103.42,40.12
875,Clathropteris   platyphylla,108.024,32.04,-237,-201,103.97,41.05
876,Clathropteris   platyphylla,108.52600000000001,31.369,-237,-201,104.55,40.38
877,Clathropteris   platyphylla,112.87799999999999,31.085,-237,-201,109.43,40.12
878,Clathropteris   platyphylla,113.884,29.72,-237,-201,110.54,38.76
879,Clathropteris   platyphylla,113.884,29.72,-237,-201,110.54,38.76
880,Clathropteris   platyphylla,116.21799999999999,24.93,-237,-201,113.07,33.95
881,Clathropteris   platyphylla,117.56700000000001,25.4,-237,-201,114.55,34.4
882,Clathropteris   platyphylla,118.616,28.714,-237,-201,115.79,37.7
883,Clathropteris   platyphylla,113.48100000000001,22.266,-237,-174,117.41,32.48
884,Clathropteris   platyphylla,97.554,31.061,-237,-201,78.07,32.9
885,Clathropteris   platyphylla,100.26899999999999,29.996,-237,-201,81.12,32.72
886,Clathropteris   platyphylla,100.711,25.355,-237,-201,83.84,30.0
887,Clathropteris   platyphylla,101.037,26.899,-237,-201,96.39,35.74
888,Clathropteris   platyphylla,101.37899999999999,27.032,-237,-201,96.76,35.88
889,Clathropteris   platyphylla,101.90799999999999,25.162,-237,-201,97.42,34.03
890,Clathropteris   platyphylla,103.77600000000001,31.096,-237,-201,99.24,40.02
891,Clathropteris   platyphylla,104.334,28.888,-237,-201,99.95,37.82
892,Clathropteris   platyphylla,113.394,25.048,-237,-201,109.98,34.09
893,Osmundopsis   plectrophora,107.353,31.205,-237,-201,103.24,40.2
894,Osmundopsis   plectrophora,107.40299999999999,31.242,-237,-201,103.29,40.24
895,Osmundopsis   plectrophora,112.96799999999999,25.138,-237,-201,109.52,34.18
896,Osmundopsis   plectrophora,113.354,25.135,-237,-201,109.94,34.17
897,Osmundopsis   plectrophora,113.354,25.135,-237,-201,109.94,34.17
898,Clathropteris   polygona,105.042,31.068,-237,-201,100.66,40.02
899,Clathropteris   polygona,113.77600000000001,27.994,-237,-201,110.42,37.03
900,Clathropteris   polygona,101.37899999999999,27.032,-237,-201,96.76,35.88
901,Equisetites   praelongus,129.628,43.587,-237,-201,134.48,50.88
902,Todites   princeps,104.62200000000001,29.597,-237,-201,100.24,38.54
903,Todites   princeps,105.619,29.605,-237,-201,101.35,38.57
904,Todites   princeps,105.825,32.452,-237,-201,101.49,41.42
905,Todites   princeps,105.941,32.424,-237,-201,101.62,41.4
906,Todites   princeps,106.675,27.935,-237,-201,102.56,36.92
907,Todites   princeps,87.633,43.799,-237,-163,103.77,46.09
908,Todites   princeps,110.76299999999999,31.226,-237,-201,107.06,40.26
909,Todites   princeps,111.646,31.066,-237,-201,108.05,40.1
910,Todites   princeps,111.794,30.826,-237,-201,108.21,39.86
911,Todites   princeps,111.845,31.781,-237,-201,108.27,40.82
912,Todites   princeps,113.78200000000001,28.0,-237,-201,110.42,37.04
913,Todites   princeps,116.22399999999999,24.936,-237,-201,113.08,33.96
914,Todites   princeps,114.348,30.551,-237,-163,119.88,38.03
915,Todites   princeps,101.037,26.899,-237,-201,96.39,35.74
916,Todites   princeps,101.37899999999999,27.032,-237,-201,96.76,35.88
917,Todites   princeps,103.40700000000001,29.628,-237,-201,98.89,38.54
918,Todites   princeps,103.855,31.125,-237,-201,99.33,40.05
919,Cladophlebis   pseudodelicatula,125.834,43.386,-237,-201,130.29,51.75
920,Bernoullia   pseudolobifolia,103.861,28.303,-237,-201,99.44,37.23
921,Cladophlevis   pseudoraciborskii,116.37899999999999,39.944,-237,-201,117.75,51.01
922,Sphenopteris   pusilla,108.024,32.04,-237,-201,103.97,41.05
923,Sphenopteris   pusilla,102.213,26.564,-237,-201,97.7,35.44
924,Cladophlevis   qamdoensis,99.821,29.829,-237,-201,80.76,32.43
925,Cladophlevis   qamdoensis,99.79799999999999,28.931,-237,-201,81.1,31.58
926,Areolatophyllum   qinghaiense,96.448,35.829,-237,-201,88.79,44.84
927,Acitheca   qinghaiensis,100.09299999999999,37.321,-237,-201,96.91,51.96
928,？Todites   raciborskii,105.86399999999999,32.496,-237,-174,107.72,42.03
929,Cladophlevis   raciborskii,104.62200000000001,29.597,-237,-201,100.24,38.54
930,Cladophlevis   raciborskii,105.86,32.49,-237,-201,101.52,41.46
931,Cladophlevis   raciborskii,106.663,32.284,-237,-201,102.43,41.27
932,Cladophlevis   raciborskii,108.03399999999999,32.081,-237,-201,103.98,41.09
933,Cladophlevis   raciborskii,105.67299999999999,38.825,-237,-201,104.45,52.37
934,Cladophlevis   raciborskii,110.448,31.027,-237,-201,106.71,40.06
935,Cladophlevis   raciborskii,108.962,35.3,-237,-201,106.98,48.28
936,Cladophlevis   raciborskii,109.016,35.353,-237,-201,107.06,48.32
937,Cladophlevis   raciborskii,111.84100000000001,31.321,-237,-201,108.26,40.36
938,Cladophlevis   raciborskii,113.057,25.212,-237,-201,109.61,34.25
939,Cladophlevis   raciborskii,106.665,35.543,-237,-174,109.88,48.14
940,Cladophlevis   raciborskii,117.56700000000001,25.4,-237,-201,114.55,34.4
941,Cladophlevis   raciborskii,118.90700000000001,32.087,-237,-201,116.21,41.07
942,Cladophlevis   raciborskii,113.854,27.622,-237,-174,117.32,37.85
943,Cladophlevis   raciborskii,118.469,40.795,-237,-201,120.6,51.29
944,Cladophlevis   raciborskii,84.87899999999999,45.592,-237,-201,77.83,60.66
945,Cladophlevis   raciborskii,100.26899999999999,29.996,-237,-201,81.12,32.72
946,Cladophlevis   raciborskii,96.51299999999999,36.49514,-237,-201,95.31,44.1
947,Cladophlevis   raciborskii,101.902,25.155,-237,-201,97.42,34.02
948,Cladophlevis   raciborskii,103.52,30.587,-237,-201,98.97,39.5
949,Cladophlevis   raciborskii,103.77600000000001,31.096,-237,-201,99.24,40.02
950,Todites   recurvatus,99.821,29.829,-237,-201,80.76,32.43
951,Thaumatopteris   remauryi,104.795,30.559,-237,-201,100.4,39.51
952,Thaumatopteris   remauryi,110.76299999999999,31.226,-237,-201,107.06,40.26
953,Thaumatopteris   remauryi,113.06,25.218,-237,-201,109.62,34.26
954,Thaumatopteris   remauryi,116.85700000000001,30.666,-237,-201,113.87,39.68
955,Thaumatopteris   remauryi,100.397,25.594,-237,-201,83.42,29.96
956,Thaumatopteris   remauryi,101.037,26.899,-237,-201,96.39,35.74
957,Thaumatopteris   remauryi,101.37899999999999,27.032,-237,-201,96.76,35.88
958,Thaumatopteris   remauryi,101.90799999999999,25.162,-237,-201,97.42,34.03
959,Thaumatopteris   remauryi,101.949,25.168,-237,-201,97.47,34.04
960,Thaumatopteris   remauryi,103.861,28.303,-237,-201,99.44,37.23
961,Taeniocladopsis   rhizomoides ,106.384,29.919,-237,-201,102.19,38.9
962,Taeniocladopsis   rhizomoides ,107.486,31.126,-237,-201,103.39,40.13
963,Taeniocladopsis   rhizomoides ,109.84299999999999,36.683,-237,-201,108.58,49.42
964,Taeniocladopsis   rhizomoides ,112.484,27.003,-237,-201,108.99,36.04
965,Taeniocladopsis   rhizomoides ,112.48700000000001,35.073,-237,-201,111.02,47.29
966,Taeniocladopsis   rhizomoides ,91.677,32.259,-237,-201,70.57,28.11
967,Taeniocladopsis   rhizomoides ,103.402,29.622,-237,-201,98.88,38.53
968,Aetheopteris   rigida,112.87299999999999,31.088,-237,-201,109.42,40.13
969,Cf. Todites   roessertii,110.531,37.516,-237,-201,109.75,50.07
970,Equisetites   rogersii ,96.068,31.524,-237,-201,74.87,28.42
971,Equisetites   rogersii ,95.805,33.109,-237,-201,75.54,34.29
972,Neocalamites   rugosus,109.111,35.399,-237,-201,107.19,48.34
973,Neocalamites   rugosus,111.835,31.324,-237,-201,108.26,40.36
974,Neocalamites   rugosus,119.354,42.196,-237,-201,122.38,52.38
975,Neocalamites   rugosus,125.68799999999999,40.994,-237,-201,128.73,49.57
976,Neocalamites   rugosus,126.375,41.927,-237,-201,130.01,50.25
977,Neocalamites   rugosus,101.37700000000001,27.035,-237,-201,96.76,35.89
978,Neocalamites   rugosus,99.021,37.301,-237,-201,98.29,44.42
979,Neocalamites   rugosus,103.041,30.013,-237,-201,98.47,38.91
980,Neocalamites   rugosus,103.345,30.252,-237,-201,98.79,39.16
981,Neocalamites   rugosus,102.315,38.033,-237,-201,99.96,52.25
982,Equisetites   sarrani,104.62200000000001,29.597,-237,-201,100.24,38.54
983,Equisetites   sarrani,106.271,29.994,-237,-201,102.06,38.97
984,Equisetites   sarrani,106.647,26.584,-237,-201,102.57,35.57
985,Equisetites   sarrani,107.931,31.063,-237,-201,103.89,40.07
986,Equisetites   sarrani,104.639,28.754,-237,-174,106.92,38.19
987,Equisetites   sarrani,112.176,31.029,-237,-201,108.64,40.07
988,Equisetites   sarrani,109.958,36.575,-237,-201,108.67,49.29
989,Equisetites   sarrani,113.421,24.789,-237,-201,110.01,33.83
990,Equisetites   sarrani,116.07700000000001,24.268,-237,-201,112.91,33.29
991,Equisetites   sarrani,128.118,42.417,-237,-201,132.17,50.22
992,Equisetites   sarrani,129.628,43.587,-237,-201,134.48,50.88
993,Equisetites   sarrani,91.677,32.259,-237,-201,70.57,28.11
994,Equisetites   sarrani,99.374,25.479,-237,-201,82.79,29.21
995,Equisetum   sarrani,109.43799999999999,31.028,-237,-201,105.57,40.05
996,Equisetum   sarrani,113.491,26.814,-237,-201,110.1,35.85
997,Equisetum   sarrani,101.37700000000001,27.035,-237,-201,96.76,35.89
998,Equisetum   sarrani,102.89200000000001,29.882,-237,-201,98.31,38.78
999,Equisetites   sarrani ,104.986,38.144,-237,-201,103.32,51.85
1000,Equisetites   sarrani ,109.818,37.009,-237,-201,108.69,49.74
1001,Equisetites   scanicus,107.50299999999999,31.213,-237,-201,103.4,40.21
1002,Thaumatopteris   schenkii,113.25,23.206,-237,-201,109.82,32.25
1003,Thaumatopteris   schenkii,104.32,27.145,-237,-201,99.99,36.08
1004,? Cladophlebis   scoresbyensis,129.653,43.592,-237,-201,134.51,50.88
1005,Cladophlebis   scoresbyensis,105.988,32.403,-237,-201,101.67,41.38
1006,Dictyophyllum   serratum,104.795,30.559,-237,-201,100.4,39.51
1007,Dictyophyllum   serratum,129.635,43.59,-237,-201,134.49,50.88
1008,Dictyophyllum   serratum,101.37899999999999,27.032,-237,-201,96.76,35.88
1009,Cladophlebis   shanqiaoensis,112.49600000000001,27.006,-237,-201,109.0,36.05
1010,Neoannularia   shanxiensis,108.95700000000001,35.301,-237,-201,106.97,48.28
1011,Neoannularia   shanxiensis,110.074,38.819,-237,-201,109.79,51.42
1012,Neostachya    shanxiensis,108.95700000000001,35.301,-237,-201,106.97,48.28
1013,Cf. Todites    shensiensis,99.87200000000001,28.79,-237,-201,81.23,31.47
1014,Cladophlebis   shensiensis,106.671,35.549,-237,-201,104.34,49.0
1015,Cladophlebis   shensiensis,109.016,35.353,-237,-201,107.06,48.32
1016,Cladophlebis   shensiensis,113.21799999999999,23.378,-237,-201,109.79,32.42
1017,Cladophlebis   shensiensis,104.32,27.145,-237,-201,99.99,36.08
1018,Todites   shensiensis,104.795,30.559,-237,-201,100.4,39.51
1019,Todites   shensiensis,105.042,31.068,-237,-201,100.66,40.02
1020,Todites   shensiensis,103.83200000000001,36.065,-237,-201,101.09,50.06
1021,Todites   shensiensis,107.257,30.958,-237,-201,103.14,39.95
1022,Todites   shensiensis,106.976,34.082,-237,-201,104.16,47.51
1023,Todites   shensiensis,106.12700000000001,39.041,-237,-201,105.1,52.48
1024,Todites   shensiensis,108.051,34.133,-237,-201,105.46,47.34
1025,Todites   shensiensis,110.62100000000001,30.968,-237,-201,106.9,40.0
1026,Todites   shensiensis,109.016,35.353,-237,-201,107.06,48.32
1027,Todites   shensiensis,110.948,33.817,-237,-201,107.24,42.85
1028,Todites   shensiensis,111.93299999999999,31.406,-237,-201,108.37,40.45
1029,Todites   shensiensis,109.962,36.576,-237,-201,108.68,49.29
1030,Todites   shensiensis,110.177,37.692,-237,-201,109.41,50.32
1031,Todites   shensiensis,112.899,22.906,-237,-201,109.44,31.95
1032,Todites   shensiensis,110.531,37.516,-237,-201,109.75,50.07
1033,Todites   shensiensis,113.406,25.052,-237,-201,110.0,34.09
1034,Todites   shensiensis,117.17200000000001,27.997,-237,-201,114.17,37.0
1035,Todites   shensiensis,117.961,27.811,-237,-201,115.04,36.81
1036,Todites   shensiensis,119.057,32.175,-237,-201,116.38,41.15
1037,Todites   shensiensis,120.869,31.715,-237,-201,118.39,40.65
1038,Todites   shensiensis,126.381,41.93,-237,-201,130.02,50.25
1039,Todites   shensiensis,97.406,30.62,-237,-201,76.4,27.86
1040,Todites   shensiensis,84.866,45.596,-237,-201,77.81,60.66
1041,Todites   shensiensis,97.554,31.061,-237,-201,78.07,32.9
1042,Todites   shensiensis,100.26899999999999,29.996,-237,-201,81.12,32.72
1043,Todites   shensiensis,101.37899999999999,27.032,-237,-201,96.76,35.88
1044,Todites   shensiensis,101.90799999999999,25.162,-237,-201,97.42,34.03
1045,Todites   shensiensis,100.257,38.184,-237,-201,97.43,52.77
